shot,description
shot_0006.jpg,"A blurry, grainy image shows the backs of people's heads and shoulders."
shot_0036.jpg,"A digitally-altered image features vertical streaks of blue, purple, and white against a black background."
shot_0052.jpg,"A white surface is covered with small, light blue and dark blue speckles."
shot_0062.jpg,"A distorted, colorful abstract image, possibly of a crowd or textured surface, is presented with vertical red borders on either side against a black background."
shot_0084.jpg,"A grainy, slightly faded film shot shows a crowd of people, some wearing light-colored clothing, walking and standing near a building with columns."
shot_0073.jpg,"Three people wearing tank tops, two of which have ""USA"" on them, are sitting in a dark room."
shot_0049.jpg,"A digitally manipulated image shows a textured surface with red and purple abstract shapes resembling figures, possibly affected by digital noise or distortion."
shot_0044.jpg,"A grainy, low-quality film image shows a parade with people in shorts and white shirts walking under a purple and gold balloon arch."
shot_0059.jpg,"A blurry, grainy image displays vertical bands of red, green, and black."
shot_0016.jpg,"A blurry, distorted, reddish image shows a crowd of people from behind."
shot_0041.jpg,"A blurry, low-quality video shows a marching band with purple and white uniforms."
shot_0083.jpg,"A blurry, green-tinted image shows a partial view of a protest sign and possibly a person's head."
shot_0071.jpg,"A blurry, low-light image shows several people, one of whom wears yellow-framed sunglasses."
shot_0017.jpg,"A blurry, dark image shows the faces of two people, one seemingly holding the other."
shot_0026.jpg,"A white background has a scattering of small, faint, colorful specks."
shot_0028.jpg,"A blurry, distorted image, likely from old film, appears to show a building's exterior and doorway."
shot_0019.jpg,"A close-up image shows a textured, purple surface."
shot_0047.jpg,"A blurry, distorted image in blue and yellow appears to show people seated at tables in a dark space."
shot_0064.jpg,"A blurry, pixelated image displays vertical stripes of yellow, green, and light blue, resembling an abstract painting or a distorted digital screen."
shot_0003.jpg,"A blurry, grainy image shows people, some wearing purple, near a wooden structure."
shot_0001.jpg,"A blurry, grainy image appears to show a person's head and shoulders."
shot_0039.jpg,"A blurry, purple-tinted image appears to show a person walking past a police car."
shot_0009.jpg,"A grainy, discolored image shows a group of people, some holding signs, gathered outdoors."
shot_0008.jpg,"A grainy, damaged film image shows a group of people outdoors, some holding a sign, some interacting with each other."
shot_0032.jpg,"Two figures, highlighted in gold and red against a blue background, appear to be bending over."
shot_0018.jpg,"A grainy, purple surface fills most of the frame."
shot_0045.jpg,"Three people are visible in the grainy, distorted image, two appear to be wearing light-colored shirts and one a dark purple shirt."
shot_0085.jpg,"A blurry, purple-tinted image shows a crowd of people."
shot_0087.jpg,A person wearing a purple shirt holds up their arms and a sign.
shot_0088.jpg,"A blurry, grainy image appears to show a person's head and shoulders, possibly wearing a dark-colored garment, along with a blurred background that may include a wall and furniture."
shot_0082.jpg,"A police officer in uniform stands near a concrete pillar, with the back of a person's head visible in the bottom left corner."
shot_0068.jpg,"A blurry, green-tinted image shows a group of people, some of whom are wearing glasses and light-colored shirts."
shot_0048.jpg,"A textured surface, predominantly blue, shows signs of wear, cracks, and what appears to be graffiti."
shot_0067.jpg,"Two people wearing hats are seen in a blurry, discolored image, possibly holding something in their hands."
shot_0007.jpg,"A crowd of people, some holding signs and a green banner, are gathered on a city street."
shot_0035.jpg,"A blurry, grainy image shows dark shapes and areas of yellow and blue."
shot_0086.jpg,"A crowd of people, some wearing purple and gold, and police officers are gathered in front of a stone building, with purple and gold balloons visible."
shot_0012.jpg,"A blurry, grainy image shows a group of people, some wearing sunglasses, seemingly at an outdoor event."
shot_0069.jpg,"Two men hold a banner reading ""New York City Gay Men's"" at what appears to be a parade or public gathering."
shot_0081.jpg,"A blurry, grainy shot shows a parade with a rainbow banner moving down a city street."
shot_0020.jpg,"A grainy, dark purple surface fills most of the frame, with black bars on the left and right sides."
shot_0014.jpg,"Two men with mustaches stand close together, smiling, in a room with a window and wooden walls."
shot_0057.jpg,"A blurry, distorted image with vertical lines of color resembling a damaged film or video still is visible."
shot_0063.jpg,"A few faint, small bluish dots are visible against a black background."
shot_0094.jpg,"A blurry, grainy image shows the backs of several people's heads, and the profile of a man wearing glasses facing to the right."
shot_0065.jpg,"Two men, one shirtless and wearing sunglasses, and the other wearing a dark shirt and sunglasses, stand in a room with a map on the wall."
shot_0029.jpg,"A blurry, discolored close-up shows part of a person's body and clothing with a circular design or object."
shot_0076.jpg,"A blurry, grainy image shows a person wearing a white shirt, with another person visible behind them wearing a hat."
shot_0091.jpg,"A blurry, grainy image shows people in what appears to be a theater or auditorium setting, with some sitting and some standing."
shot_0061.jpg,"A dark image with faint, blurry, purple shapes near the bottom center."
shot_0038.jpg,"A blurry, pixelated image appears to show the profile of a person's face against a textured backdrop."
shot_0054.jpg,"A blurry, pixelated image shows green and brown shapes against a teal background, with vertical lines running through it."
shot_0015.jpg,"A close-up image features a predominantly blue surface with vertical streaks and a textured, mottled appearance."
shot_0040.jpg,"A blurry, purple-tinted video shows a group of people, some holding a banner that reads ""GAY""."
shot_0090.jpg,"A blurry, yellow-tinted image shows a group of people, some of whom appear to be wearing hats."
shot_0080.jpg,"Grainy footage shows people marching in a parade, with some carrying a large flag or banner."
shot_0095.jpg,"A grainy, sepia-toned image depicts a crowd of people, some in shorts and tank tops, gathered outside a building, with a person wearing roller skates and a skirt in the foreground."
shot_0037.jpg,"A distorted, digitally manipulated image features blue and white vertical lines and blurry shapes."
shot_0046.jpg,"A blurry, distorted, and heavily pixelated image in shades of blue and purple seems to depict a group of people."
shot_0077.jpg,"A blurry, sepia-toned image shows people, possibly in costumes, standing near a railing or barrier."
shot_0070.jpg,"A grainy, purple-toned image shows a person wearing glasses looking up."
shot_0060.jpg,A dark image with vertical red lines on either side and a textured appearance.
shot_0075.jpg,A man holds a stick while wearing a yellow t-shirt.
shot_0053.jpg,"A grainy, textured image features vertical lines and blotches of red, pink, and blue-green."
