shot,shot_type,description
shot_0090.jpg,ambiguous,"A blurry, yellow-tinted image shows a group of people, some of whom appear to be wearing hats."
shot_0080.jpg,longShot,"Grainy footage shows people marching in a parade, with some carrying a large flag or banner."
shot_0095.jpg,longShot,"A grainy, sepia-toned image depicts a crowd of people, some in shorts and tank tops, gathered outside a building, with a person wearing roller skates and a skirt in the foreground."
shot_0037.jpg,ambiguous,"A distorted, digitally manipulated image features blue and white vertical lines and blurry shapes."
shot_0046.jpg,ambiguous,"A blurry, distorted, and heavily pixelated image in shades of blue and purple seems to depict a group of people."
shot_0077.jpg,ambiguous,"A blurry, sepia-toned image shows people, possibly in costumes, standing near a railing or barrier."
shot_0070.jpg,mediumCloseUp,"A grainy, purple-toned image shows a person wearing glasses looking up."
shot_0060.jpg,extremeLongShot,A dark image with vertical red lines on either side and a textured appearance.
shot_0075.jpg,mediumShot,A man holds a stick while wearing a yellow t-shirt.
shot_0053.jpg,ambiguous,"A grainy, textured image features vertical lines and blotches of red, pink, and blue-green."
