shot,description
shot_0018.jpg,"A blurry, close-up shot of people, some holding balloons with writing on them, at what seems to be a dimly lit gathering or event."
shot_0187.jpg,"A close-up, slightly blurry image shows a person's face wearing a light-colored hat."
shot_0080.jpg,"A blurry, color-shifted photo shows a person in a dark shirt, possibly with another person behind them."
shot_0159.jpg,"A person lies on the roof of a bus, and several people, some in uniform, stand near the bus windows."
shot_0039.jpg,"Faint, illuminated clouds are scattered across a dark sky."
shot_0041.jpg,People stand on a floor covered with what appear to be purple banners or posters.
shot_0112.jpg,"A crowd of people, some holding signs and a modified American flag with purple stripes, gather in a city street."
shot_0019.jpg,"A blurry, low-quality image shows a group of people sitting and standing on a sidewalk, some holding balloons."
shot_0168.jpg,"A blurry figure, possibly wearing light-colored clothing, holds a thin, light-colored object."
shot_0127.jpg,Police officers detain a person on a city street while people watch.
shot_0219.jpg,A man with his arms crossed stands in front of trees.
shot_0030.jpg,"A group of people, some wearing t-shirts with slogans, are seen in a blurry, purple-toned image."
shot_0076.jpg,A blurry image shows a purple balloon and a blurry orange light against a dark background.
shot_0192.jpg,Silhouetted figures stand on a platform with a camera on a tripod to the right.
shot_0160.jpg,"A blurry, color-shifted image shows a group of people, one of whom has dark curly hair and glasses, and is touching their hair."
shot_0211.jpg,"A blurry, dark image shows what appears to be the head and shoulders of a person."
shot_0015.jpg,"Three men stand shoulder to shoulder, two holding small, light-colored objects."
shot_0193.jpg,A person is sitting on the edge of a building's roof.
shot_0175.jpg,"A person lies on the ground covered by a sheet with drawings on it, while another person's legs and part of their body are visible in the bottom right corner."
shot_0104.jpg,"A grainy, sepia-toned image appears to show steam or smoke billowing out from behind a large, ribbed structure, possibly a door or gate."
shot_0130.jpg,"A grainy, dark image shows the view from inside a vehicle's cab, with a figure visible through the windshield and a steering wheel in the foreground."
shot_0194.jpg,"Two people stand near a purple bush, one holding a chainsaw and the other a camera."
shot_0081.jpg,"Two people, one facing the camera and the other with their back to it, are visible in a pink-tinted image."
shot_0203.jpg,"Two men face each other, and one appears to be talking."
shot_0061.jpg,"A blurry, cyan-toned image appears to show a group of people, some possibly wearing hats."
shot_0074.jpg,"A blurry, grainy image shows the faces of several people, possibly in a crowd."
shot_0069.jpg,"A group of people, some holding a sign that reads ""LIVING with AIDS 3 yrs 2 mos counting! NO THANKS TO YOU MR REAGAN"", are visible in the frame."
shot_0176.jpg,"A crowd of protesters marches with signs and banners, some reading ""SILENCE=DEATH""."
shot_0002.jpg,A person with bare shoulders holds a bouquet of flowers close to their face.
shot_0059.jpg,"A blurry, pink-toned image appears to show a crowd of people."
shot_0021.jpg,A blurry close-up shows a person holding a brightly lit phone in front of another person's face in a dark room.
shot_0062.jpg,"A blurry, dark image shows a crowd of people and a flat surface in the foreground."
shot_0138.jpg,The image shows light blue flowers in a dark garden.
shot_0164.jpg,People are lying on the ground in front of other people holding signs and tombstones.
shot_0066.jpg,Purple flowers grow on vines in front of a chain-link fence.
shot_0032.jpg,A large collection of dark purple and grayish-purple balloons hangs from strings against a purple wall.
shot_0078.jpg,"A blurry, close-up shot shows a group of people, one of whom is wearing a dark t-shirt with a pink triangle and the words ""SILENCE=DEATH""."
shot_0169.jpg,"Blue flames burn on top of a dark, crumbly substance next to a stone or cement surface."
shot_0126.jpg,"A blurry, dark, and purplish-tinted close-up shows a group of people, possibly moving or dancing."
shot_0013.jpg,"A blurry image shows the faces of several men, some appearing to have mustaches."
shot_0199.jpg,"The letters ""COND"" are partially visible in white against a black background."
shot_0107.jpg,"A grainy image shows several people, some holding signs that read ""SILENCE=DEATH"", in front of a metal fence."
shot_0101.jpg,"Close-up of textured fabric, possibly silk or satin, with folds and shadows."
shot_0070.jpg,"A group of people hold a large banner that says ""SILENCE = DEATH""."
shot_0137.jpg,"A blurry, purple-toned image shows a group of people, possibly police officers in uniform, standing together."
shot_0026.jpg,A caricatured puppet with exaggerated features and a suit and tie is visible in a dimly lit setting.
shot_0135.jpg,"A blurry, purple-toned image appears to show a person's head and hand."
shot_0052.jpg,"The image appears to show crumpled fabric, possibly velvet or a similar textured material, in shades of dark purple or maroon."
shot_0022.jpg,"Two faces are barely visible in a dark, grainy image."
shot_0044.jpg,"A blurry, purple-toned image shows what appears to be an open book or pamphlet on a flat surface."
shot_0110.jpg,"A blurry, close-up profile shot shows the right side of a person's face."
shot_0118.jpg,"A blurry, grainy image shows people holding signs and appearing to protest, with one person in the foreground holding a sign that says ""PUT A PRICE ON LIFE""."
shot_0067.jpg,"A blurry, close-up shot shows a pair of hands gripping a chain-link fence."
shot_0207.jpg,"A blurry image shows several people, some wearing hats and jackets, sitting in a dark space, possibly a stadium or theater."
shot_0173.jpg,"A grainy, blurry image appears to show a man in a uniform standing inside a room with various items visible through a window or doorway."
shot_0096.jpg,"A blurry, hazy image shows a crowd of people, some holding signs and some running."
shot_0153.jpg,"A blurry image shows a group of people, some holding signs and one wearing a sweatshirt reading ""AMERICA ISN'T DOING SHIT""."
shot_0075.jpg,"A crowd of people, some holding signs and some wearing police uniforms, is gathered on a city street."
shot_0220.jpg,"Four people, likely young women, are shown from the waist up in a darkened space, clapping or dancing."
shot_0123.jpg,"A blurry, purple-toned image shows a person in a suit being escorted by someone wearing a uniform."
shot_0215.jpg,"A group of people, some wearing jackets and hats, are seen in a blurry, low-quality image. One person has their arms raised."
shot_0108.jpg,"A grainy, faded photo shows a protest with signs and people gathered in a city street in front of a church and tall buildings."
shot_0105.jpg,"A close-up, slightly grainy image shows part of a person's face."
shot_0116.jpg,"A blurry, close-up shot shows a person's torso, clothed in muted colors, with a purple bag slung across their chest."
shot_0218.jpg,Close-up of pale purple tulips.
shot_0190.jpg,A person wearing a brown leather helmet and brown jacket looks to the left.
shot_0085.jpg,"A person with arms crossed is standing in front of some trees, with the image tinted pink/purple."
shot_0122.jpg,"A blurry, grainy image shows a group of people, some facing the camera and some facing away, possibly at a protest or rally."
shot_0038.jpg,Grayscale satellite imagery shows cloud formations over a body of water.
shot_0134.jpg,"A crowd of people, some holding signs that say ""AIDS,"" are seen in a purple-tinted image."
shot_0182.jpg,A group of people stand on a city sidewalk near a sign advertising dextram sulfate for sale.
shot_0009.jpg,"A close-up, dimly lit image shows part of a person's face with their eyes closed."
shot_0028.jpg,"A blurry, partially obstructed view shows a white building with wooden supports, blue and white decorations, and the backs of several people's heads."
shot_0006.jpg,"A blurry image shows a group of people, some holding signs, one of which reads ""AGE 31""."
shot_0095.jpg,A blurry figure in purple and dark red clothing stands with their hand on their hip.
shot_0063.jpg,"A blurry, dark image appears to show a small crowd of people standing on a beach."
shot_0186.jpg,"A blurry image shows a person holding a light-colored cone-shaped object, possibly a megaphone, with another person slightly out of focus in the background."
shot_0094.jpg,"A blurry figure in purple clothing is shown from the knees up, facing right, against a blurry purple background."
shot_0171.jpg,A group of people protest Ronald Reagan with signs and angry expressions.
shot_0082.jpg,A blurry photo depicts green trees and bushes.
shot_0157.jpg,"Grainy footage shows police officers in brown uniforms, one of whom appears to be arresting someone."
shot_0161.jpg,"A blurry, sepia-toned image shows people, some in riot gear, and a person's head and glasses in the foreground."
shot_0142.jpg,A close-up shot of purple flowers and green leaves.
shot_0087.jpg,"A blurry, pink-toned image appears to show a person standing near some trees or bushes."
shot_0166.jpg,"A blurry image shows people protesting AIDS deaths, with a sign displaying a death count and a person speaking on a platform."
shot_0156.jpg,"A blurry, purplish-tinted crowd of protesters holds signs and marches."
shot_0049.jpg,"The image appears to show dark red, crumpled fabric or a similar textured surface."
shot_0005.jpg,"A blurry, low-angle shot shows the legs and feet of people walking in a line."
shot_0020.jpg,"A blurry crowd of people, some wearing hats, are seen from behind."
shot_0209.jpg,"A blurry image shows several people in a darkened theater, with one person in the foreground holding a cup."
shot_0036.jpg,A blurry black and white image appears to show a person crouching and possibly holding something.
shot_0152.jpg,"A crowd of people, some appearing to protest or argue, are gathered in a public space."
shot_0055.jpg,"A blurry, purplish image shows people walking on what appears to be a large surface covered in posters or newspapers."
shot_0149.jpg,"A blurry, close-up image shows several people wearing sunglasses, some facing the camera and some facing away."
shot_0058.jpg,"A blurry, textured image features shades of purple and a light gray triangular shape."
shot_0114.jpg,"A large crowd of people, many with cameras, are gathered and taking pictures."
shot_0042.jpg,"A blurry, purple-toned image appears to show patterned fabric or carpet."
shot_0037.jpg,"The image shows a grayscale view of a textured surface, possibly ice or clouds, with various patterns and shades of gray."
shot_0073.jpg,"A crowd of people marches, carrying signs and balloons, some of which depict Richard Nixon and the word ""guilty."""
shot_0205.jpg,A group of people are holding and unfolding a large flag or banner.
shot_0167.jpg,A blurry image shows a vertical band of purple next to textured light purple and gray.
shot_0143.jpg,"Protestors hold signs depicting various political figures with the word ""guilty"" on their foreheads."
shot_0221.jpg,"A close-up, grainy image shows a face illuminated by blue light."
shot_0185.jpg,"A group of people wearing brown shirts and headbands are gathered together, some appearing to hold or support another person."
shot_0204.jpg,A blurry crowd of people is seen in what appears to be stadium seating.
shot_0198.jpg,"A blurry, dark image with shades of purple and hints of light."
shot_0079.jpg,"A blurry, darkly-lit image shows a group of people, some of whom are wearing sunglasses."
shot_0183.jpg,"A blurry, pink-toned image appears to show a table with plants, a bowl, a plate, and some utensils."
shot_0117.jpg,"A crowd of people, some clapping and some with raised arms, are shown in what looks like a meeting or rally."
shot_0007.jpg,"A blurry image shows a group of people, some of whom hold small paper cups attached to strings."
shot_0100.jpg,Police officers stand near protesters holding signs about God and homosexuality.
shot_0035.jpg,"A blurry, light purple-toned image appears to show a street scene with people walking, including a figure in a dress and what looks like a policeman."
shot_0012.jpg,Close-up of purple tulips.
shot_0140.jpg,Purple and white tulips are shown in a close-up shot.
shot_0071.jpg,"A grainy, rainy shot shows people marching down a city street with a banner reading ""LET THE RECORD SHOW"" while holding signs showing faces and the word ""GUILTY""."
shot_0131.jpg,Grainy footage shows a bus with people leaning out the windows and a person standing on the street in the foreground.
shot_0124.jpg,A person is being escorted by police officers through a crowd.
shot_0064.jpg,"The image shows a textured, teal surface."
shot_0147.jpg,A grainy image shows a man speaking into a microphone.
shot_0172.jpg,"A blurry, dark image shows part of a person's face."
shot_0099.jpg,"A blurry, grainy image appears to show a crowd of people, some holding signs, with a man in a white shirt and tie in the foreground."
shot_0065.jpg,"A close-up, slightly out-of-focus image shows a blanket or textile with sections of blue fabric and white fabric with purple lettering that reads ""DAVID DEL REY""."
shot_0121.jpg,A person wearing a dark jacket with circular badges holds a transparent sheet above their head.
shot_0178.jpg,"A photo shows a banner reading ""SILENCE=DEATH,"" a building address ""5600,"" and a protest sign about the federal interest rate."
shot_0024.jpg,"Dim, bluish-white lights are scattered in the darkness."
shot_0008.jpg,"A person wearing a plaid shirt holds a small, lit candle in a paper cup."
shot_0045.jpg,"The image appears to be of a dark purple or maroon textured surface, possibly fabric or a blurry close-up of a painted surface, with darker lines and some lighter areas."
shot_0119.jpg,"A slightly blurry, close-up shot shows several people in a crowd, two of whom are in the foreground, one with sunglasses and a light jacket, and the other with a purple shirt and dark jacket."
shot_0093.jpg,"A blurry, purple-toned image appears to show a person standing near a bush or small tree."
shot_0144.jpg,"A blurry, pixelated image shows a group of figures in red, some with the word ""Helms"" visible on their shirts, against a green background."
shot_0033.jpg,"A blurry, purple-toned image shows a crowd of people, some dancing, at what appears to be a nighttime parade or street festival."
shot_0109.jpg,"A grainy, slightly purple-toned image shows a crowd of people and vehicles near a large, dark building, some holding signs and banners."
shot_0115.jpg,"A blurry, close-up image shows part of a person's face."
shot_0068.jpg,People wearing dark clothing stand and kneel around quilts on the floor.
shot_0180.jpg,A helicopter flies against a dark reddish-brown background.
shot_0155.jpg,A person wearing a white garment with purple dye on it and purple gloves is being held by others.
shot_0208.jpg,"A grainy, blurry image shows a baseball game in progress, with players on the field and in the dugout."
shot_0088.jpg,A blurry figure in a dark purple sweater stands near some blurry plants.
shot_0083.jpg,"A person with arms crossed stands in front of a treeline, with pink tinting over the entire image."
shot_0195.jpg,"Three people stand outside a building, with dappled light and shadows on the brick wall."
shot_0148.jpg,"A person wearing a patterned sweater speaks into a microphone, with a round sticker pinned to their sweater."
shot_0027.jpg,"This is a close-up, inverted-color image of a person's face and upper body."
shot_0145.jpg,"A dark green image shows headshots of men with names below them, including ""Reagan"" and ""Helms""."
shot_0151.jpg,"A group of people, some wearing plaid shirts, stand around a police car."
shot_0084.jpg,"A person with short hair, wearing a collared shirt, stands with arms crossed in front of trees and bushes."
shot_0141.jpg,"The frame shows a close-up of purple and white flowers, slightly out of focus and with a grainy texture."
shot_0023.jpg,Dark blurry spots appear on a grainy maroon background.
shot_0196.jpg,"A group of people stand in a parking lot at night, some facing away from the camera."
shot_0047.jpg,"A blurry, dark purple image appears to show some patterned fabric or blankets."
shot_0010.jpg,"The video shows blurry, dark footage of what appears to be mold or fungus."
shot_0132.jpg,"A woman with long, light hair is seen through an oval-shaped window or opening, possibly on a vehicle, and she is wearing a dark jacket."
shot_0206.jpg,"A blurry image shows a large group of people and a banner reading ""AIDS KILLS""."
shot_0092.jpg,A blurry figure wearing a dark long-sleeved shirt stands in front of some thin branches.
shot_0072.jpg,"Protesters hold signs reading ""Guilty"" with a picture of George H.W. Bush during a demonstration."
shot_0217.jpg,"The image shows wilting purple flowers, likely tulips, with some dried brown leaves and stems."
shot_0089.jpg,"A blurry, purple-toned image shows a person standing with their back to the camera, partially obscured by foliage."
shot_0174.jpg,"A close-up, slightly blurred image shows the face of a person lying down with their eyes closed."
shot_0128.jpg,"Grainy photo of police officers, some appearing to arrest and detain people, near a firetruck."
shot_0179.jpg,A blurry close-up shows part of a dark banner with white letters and a white cloth tied to it.
shot_0125.jpg,"A group of police officers in uniform stand near a city bus, some facing the camera and some facing away."
shot_0048.jpg,"A close-up, overhead view of what appears to be a patterned rug or textile with various shades of purple and maroon."
shot_0150.jpg,"A group of people, some in uniform, stand around a police car."
shot_0086.jpg,A person with light skin and reddish hair wears a purple collared shirt and stands with their arms crossed in front of a blurry background of trees and vegetation.
shot_0154.jpg,A group of police officers are detaining a person wrapped in a white cloth with blue markings.
shot_0091.jpg,"A blurry, purple-toned image shows a person wearing a long-sleeved shirt, their left hand visible on their hip."
shot_0097.jpg,"A crowd of people, some holding signs with religious and political messages, is shown."
shot_0165.jpg,A person is climbing down a flagpole on the side of a tall building.
shot_0017.jpg,"A close-up shot shows two motorcycle helmets, one with ""Patricia Angel"" written on it, resting on a motorcycle seat."
shot_0163.jpg,"Two men wearing jackets, one with an ACT UP t-shirt, hold hands amidst a crowd of people."
shot_0046.jpg,A close-up image shows rumpled purple blankets or fabric.
shot_0210.jpg,"A close-up, slightly blurry image shows a person's face."
shot_0212.jpg,"A blurry, close-up image shows part of a person's face."
shot_0016.jpg,Two men wearing short-sleeved shirts sit close together.
shot_0191.jpg,"A group of people hold a banner reading ""Federal Death Administration"" while others watch and a person with a camera bag faces them."
shot_0103.jpg,"A blurry, sepia-toned image shows a person's head and shoulders in the foreground, with the reflection of a smaller figure and object in a window behind them."
shot_0111.jpg,"A close-up, slightly blurry image shows a person's face and right ear, with part of a purple object in the foreground."
shot_0053.jpg,A blurry figure in a long garment is bending over in a dimly lit room.
shot_0090.jpg,"A blurry figure in a purple jacket is facing away from the camera, with dried, thistle-like plants in the foreground."
shot_0189.jpg,"Three people stand close together outside, two men and a woman, and one man is eating."
shot_0139.jpg,Close-up of purple and white tulips.
shot_0202.jpg,A woman with a baseball cap and sunglasses smiles.
