shot,shot_type,description
shot_0068.jpg,extremeLongShot,"A blurry, dark image shows a figure standing near a car with flashing lights."
shot_0034.jpg,mediumShot,"A blurry, color-tinted image appears to show people walking on a city street."
shot_0053.jpg,detail,"A blurry image shows a partial view of a sign reading ""Canal Marc Arlington Bank"" in front of silhouetted people."
shot_0031.jpg,ambiguous,"A blurry, discolored close-up image appears to show a crowd of people."
shot_0071.jpg,longShot,"A blurry, blue-toned image shows a group of people, some wearing white shirts and hats, standing close together."
shot_0073.jpg,longShot,"A crowd of protesters holding signs, including one that says ""AIDS,"" stands in front of the White House."
shot_0008.jpg,detail,"A blurry, angled close-up shows a sign with the words ""on Washington for Rights""."
shot_0050.jpg,ambiguous,Silhouetted figures are seen against a red background.
shot_0074.jpg,longShot,"A large crowd of people, mostly men, are packed together, seemingly watching an event."
shot_0080.jpg,longShot,"A blurry, blue-toned image appears to show a group of people standing in a line."
shot_0086.jpg,mediumShot,"This is a blurry, blue-toned image of what appears to be two or more people."
shot_0001.jpg,mediumCloseUp,"A blank, off-white rectangular surface is visible."
shot_0051.jpg,longShot,"Silhouetted figures stand against a hazy orange sky, with a metal structure visible on the right."
shot_0062.jpg,ambiguous,"A blurry, blue image shows indistinct shapes and textures, possibly a photo or painting."
shot_0046.jpg,mediumShot,A man in a suit is speaking into a microphone while reading from a small book.
shot_0087.jpg,closeUp,The image is completely black.
shot_0057.jpg,closeUp,The image is a solid black or very dark color.
shot_0030.jpg,mediumShot,"A blurry, grainy image shows a crowd of people, some facing the camera and others with their backs turned."
shot_0055.jpg,ambiguous,"A blurry, dark image shows a figure in the foreground, obscured by bright, hazy light and smoke, with other indistinct shapes in the background."
shot_0052.jpg,ambiguous,"A shadowy figure is partially visible against a dark red background, appearing to hold and manipulate an indistinct object."
shot_0059.jpg,closeUp,"The image is a solid, dark color, almost black."
shot_0020.jpg,ambiguous,"A blurry, dark image shows figures and objects in a room."
shot_0033.jpg,ambiguous,"A blurry, discolored close-up shows parts of a figure's face and shoulder."
shot_0032.jpg,mediumShot,"A blurry, color-shifted image appears to show several figures, possibly people, standing in a group."
shot_0010.jpg,detail,"A sign that reads ""National ... for Lesbian a..."" is attached to a teal wall."
shot_0006.jpg,detail,"The year ""1979"" is written on a textured, light brown surface."
shot_0044.jpg,ambiguous,"A blurry, faded image shows a person wearing a light-colored jacket and holding a thin, dark object."
shot_0077.jpg,extremeLongShot,A blurry image shows dark blue silhouettes of people standing in front of a dark blue surface with horizontal streaks.
shot_0019.jpg,ambiguous,"A blurry, dark, teal-colored abstract image is shown, possibly of fabric or a painted surface."
shot_0072.jpg,detail,"A blurry, blue-toned image shows a crowd of people holding a banner with the letters ""GMHC""."
shot_0047.jpg,mediumShot,"A blurry, reddish image shows a man facing a large, dark object, possibly a cabinet or piece of equipment, with his hands raised towards it."
shot_0043.jpg,ambiguous,"A blurry, reddish image appears to show two figures facing each other, possibly conversing."
shot_0024.jpg,ambiguous,"A blurry, blue-toned image shows indistinct shapes, possibly a street scene with vehicles and buildings."
shot_0012.jpg,ambiguous,"A blurry, teal-toned image appears to show a textured surface, possibly fabric or metal, with a vertical, slightly lighter strip along the left side."
shot_0022.jpg,closeUp,"A dark, nearly black image is displayed, with faint vertical lines of a slightly lighter shade visible on the left and right edges."
shot_0023.jpg,ambiguous,"A blurry, dark teal and black abstract image, possibly a photo or film still, with streaks of lighter teal and red."
shot_0040.jpg,detail,"A grainy, sepia-toned image shows a partial banner reading ""ional Ma"" above ""ashington,"" with a person playing keyboard and two other people standing to the sides."
shot_0067.jpg,longShot,"A crowd of people march down a street, some carrying signs and banners, including one man in a wheelchair with a sign reading ""Free Sharon Kowalski""."
shot_0037.jpg,ambiguous,"A blurry, sepia-toned image shows a crowd of people."
shot_0060.jpg,ambiguous,"The image appears to be an abstract artwork with various shades of blue and some hints of other colors, possibly depicting figures and foliage."
shot_0079.jpg,longShot,"A white sheet or surface has a few small, colorful, splatter-like spots and faintly visible lines or writing."
shot_0026.jpg,ambiguous,"A blurry, turquoise-tinted image appears to show a factory interior."
shot_0089.jpg,closeUp,The image is completely black.
shot_0061.jpg,mediumShot,"A group of people, some with signs, are seen in what appears to be a protest or rally."
shot_0078.jpg,fullShot,A group of men stand in a line on a sunny day.
shot_0038.jpg,detail,"A blurry, red-tinted image shows a group of people standing in front of a sign that reads ""The National""."
shot_0070.jpg,ambiguous,"A blurry, blue-toned image shows a crowd of people, some holding signs that read ""PEOPLE"" and ""WASH""."
shot_0054.jpg,detail,"A blurry, red-toned image shows indistinct shapes and a bright light source."
shot_0081.jpg,fullShot,"A group of people, some in wheelchairs, are gathered outdoors, some wearing campaign buttons."
shot_0027.jpg,mediumCloseUp,"The image is a solid, dark brown color."
shot_0007.jpg,closeUp,The image is a solid dark brown color.
shot_0083.jpg,extremeLongShot,"A large quilt is laid out on the ground in front of a crowd of people and a building, with a scissor lift in the background."
