shot,shot_type,description
shot_0063.jpg,ambiguous,"A blurry, grainy image appears to show a person wearing a striped shirt."
shot_0126.jpg,mediumShot,"A blurry, grainy image shows a person with light hair and glasses, facing the right side of the frame."
shot_0072.jpg,mediumShot,"A blurry, grainy, black and white image shows the back of a person's head and shoulders."
shot_0096.jpg,mediumShot,"A grainy, black and white image shows a crowd of people, some of whom have their arms raised."
shot_0013.jpg,mediumShot,"A blurry, grainy, black and white image appears to show a group of people, some of whom may be holding drinks."
shot_0011.jpg,mediumCloseUp,"A grainy, black and white close-up shows a person with glasses looking to the right of the frame."
shot_0087.jpg,ambiguous,"A blurry, dark image appears to show figures and objects, likely a photograph or film still with significant degradation."
shot_0097.jpg,mediumCloseUp,"A grainy, black and white image features a blurred figure on the left and darker, abstract shapes on the right."
shot_0002.jpg,longShot,"A blurry, black-and-white image shows the backs of people's heads in an audience setting."
shot_0050.jpg,longShot,"A blurry, grayscale image shows a person in a hat seated in a theater or auditorium."
shot_0103.jpg,mediumShot,"A grainy black and white image shows a person with light-colored hair sitting in a row of seats, possibly in a theater or classroom."
shot_0062.jpg,mediumShot,"A blurry, grainy, black and white image shows two people, one appearing to lean on the other."
shot_0059.jpg,mediumShot,"A blurry, black and white image shows a group of people, possibly in a meeting."
shot_0083.jpg,ambiguous,"A blurry, grainy, black and white image shows a group of people."
shot_0022.jpg,longShot,"A blurry, dark image shows a group of people, some of whom appear to be seated."
shot_0093.jpg,mediumShot,"A grainy black and white image shows a person with glasses and light-colored hair, wearing a light-colored shirt, and their hands clasped in front of them."
shot_0132.jpg,ambiguous,"A blurry, blue-toned image appears to show part of a room and a dark, undefined shape on the right."
shot_0116.jpg,mediumShot,"A grainy, black and white image shows a person standing with their back to the camera in the foreground, and a man in a long-sleeved shirt holding something in the background."
shot_0027.jpg,longShot,"A blurry, dark image shows several people sitting in rows of chairs."
shot_0014.jpg,ambiguous,"A dark, grainy image shows a blurry figure, possibly holding something."
shot_0068.jpg,ambiguous,"A blurry, dark, and grainy image appears to show a group of people."
shot_0075.jpg,ambiguous,"A blurry, dark, grainy image appears to show a person sitting at a desk or table."
shot_0008.jpg,closeUp,A white background has a few small gray marks and a faint vertical line.
shot_0125.jpg,mediumShot,"A blurry, grainy image shows a person with glasses, facing slightly to the right of the camera."
shot_0025.jpg,mediumShot,"A blurry, grainy image shows two figures in front of rows of seats, possibly in a theater or auditorium."
shot_0006.jpg,mediumShot,"A grainy, black and white image shows a person gesturing in front of a crowd."
shot_0119.jpg,mediumShot,"Two men are sitting at a desk cluttered with papers and a typewriter, while a third person is seated at another desk in the background."
shot_0001.jpg,longShot,"A grainy, black and white image shows a group of people, some of whom appear to be gesturing or talking."
shot_0024.jpg,longShot,"A blurry, black and white image shows people sitting in rows of seats, some waving."
shot_0127.jpg,mediumShot,"A grainy, black and white image shows a person with medium-length, dark, wavy hair and a beard looking down at a piece of paper they are holding in their hands."
shot_0018.jpg,mediumCloseUp,"A blurry, dark figure is partially visible against a grainy, dark background."
shot_0069.jpg,ambiguous,"A blurry, grainy image shows a dark, possibly asphalt surface and the shadowy figure of a person on the right."
shot_0012.jpg,mediumShot,"A grainy, black and white close-up shows two figures, one appearing to wear a cap and jacket, and the other darker clothing."
shot_0033.jpg,mediumShot,"Two men sit next to each other, the one on the right wearing a striped tank top."
shot_0058.jpg,ambiguous,"A blurry, dark image shows a dimly lit, textured surface, possibly a wall or fabric, with a slightly brighter area on the left side."
shot_0086.jpg,ambiguous,"A blurry, faded image or photograph shows indistinct shapes, possibly of people."
shot_0035.jpg,mediumShot,"Grainy black and white footage shows two people seated, with the person on the left facing away from the camera and the person on the right facing the camera."
shot_0073.jpg,closeUp,"A blurry, dark image appears to show a group of people."
shot_0113.jpg,mediumCloseUp,"A blurry, grainy close-up shows a person wearing a hat and what appears to be a collared shirt and scarf."
shot_0137.jpg,ambiguous,A close-up image shows a textured surface with variations of light and dark blue and black.
shot_0034.jpg,mediumShot,"A grainy black and white photo shows two men, one wearing a tank top and the other holding a camera towards him."
shot_0032.jpg,mediumShot,"Two men sit next to each other, the man on the right wearing a striped tank top."
shot_0020.jpg,closeUp,"A blurry, dark gradient spans the image, possibly a black surface with a light source from below."
shot_0121.jpg,mediumCloseUp,"A blurry, black and white image shows a man wearing glasses and a collared shirt, and part of another person's face is visible on the right side."
shot_0065.jpg,longShot,"A blurry, dark photo shows the ghostly figures of three people, two seated and one standing."
shot_0122.jpg,mediumShot,"Three people sit at desks in an office, two facing the camera and one with their back to it."
shot_0139.jpg,ambiguous,A close-up image shows a textured surface resembling blue marbled paper or fabric.
shot_0015.jpg,detail,"A dark, grainy image shows blurry shapes and a small scratch."
shot_0009.jpg,detail,"A grainy, dark gray surface with a bright spot on the left side."
shot_0100.jpg,ambiguous,"A grainy, diagonal gradient transitions from white to black."
shot_0080.jpg,mediumShot,"A blurry, black and white image shows a group of people."
shot_0111.jpg,mediumShot,"A blurry, black and white close-up shows a person holding a piece of paper."
shot_0056.jpg,mediumShot,"A grainy, black and white image shows a blurry figure appearing to play a piano."
shot_0037.jpg,ambiguous,Grainy black and white footage shows the backs of people's heads in what looks like a theater or lecture hall setting.
shot_0092.jpg,ambiguous,"A blurry, grainy, black and white image appears to show two figures interacting, possibly embracing or wrestling."
shot_0076.jpg,mediumShot,"A grainy, black and white image shows a person with dark hair, possibly reading something on their lap."
shot_0038.jpg,ambiguous,"A grainy, dark image shows part of a person's face and shoulder, along with what appears to be the rim of a bucket or similar object."
shot_0054.jpg,ambiguous,"A blurry, grainy, dark image shows a light source on the left side fading into black on the right."
shot_0010.jpg,mediumCloseUp,"A grainy black and white image shows a person from the chest up, their head turned to the right."
shot_0112.jpg,mediumShot,"A blurry, grainy image shows what appears to be office equipment, possibly a printer or fax machine, and some papers."
shot_0064.jpg,longShot,"A grainy, black and white image shows three people in an auditorium, two seated and one standing."
shot_0081.jpg,longShot,"A blurry, black and white image appears to show several people."
shot_0094.jpg,closeUp,"A blurry image shows a gray surface, possibly concrete or metal, with a lighter, blurred area on the left side."
shot_0102.jpg,closeUp,"A grainy, black and white image shows the profile of a person wearing glasses."
shot_0131.jpg,ambiguous,"A close-up shot shows a textured, dusty, gray-blue surface with a dark vertical band along the right side."
shot_0138.jpg,ambiguous,"The image shows a textured, light blue surface with darker blue areas and small black specks."
shot_0004.jpg,longShot,"A blurry, black and white image shows people seated at desks, possibly in a classroom or lecture hall setting."
shot_0109.jpg,ambiguous,"The image shows a textured, light gray surface, possibly concrete or plaster."
shot_0005.jpg,mediumShot,"A blurry, grainy, black and white image shows a man wearing glasses and dark clothing."
shot_0053.jpg,mediumShot,"A blurry, black and white image shows two figures, one shirtless and one wearing a dark t-shirt."
shot_0026.jpg,extremeLongShot,"A dark, textured surface, possibly stone or concrete, with horizontal lines or grooves is visible."
shot_0117.jpg,ambiguous,"A blurry, black and white image shows a person behind a stack of papers or books, with another blurry object to the right."
shot_0071.jpg,mediumShot,"A blurry, grainy image shows two figures, likely people, in profile facing the right."
shot_0017.jpg,mediumShot,A blurry black and white image appears to show a person.
shot_0048.jpg,fullShot,Two people are in an auditorium with empty seats.
shot_0085.jpg,ambiguous,"A blurry, grainy, black and white image appears to show several people."
shot_0040.jpg,mediumShot,"Two people are seated in chairs, one wearing a cap and sunglasses and the other with dark hair and a beard."
shot_0030.jpg,longShot,"A blurry, grainy image shows several people standing and some empty rows of seats."
shot_0039.jpg,mediumShot,"Two people are sitting in chairs, with the person on the right wearing a cap and glasses."
shot_0104.jpg,ambiguous,"A blurry, grainy, black and white image appears to show figures or objects."
shot_0091.jpg,ambiguous,"A grainy black and white close-up shows a person's face partially obscured by fabric and shadows, with a bright blurred area in the center-right."
shot_0133.jpg,ambiguous,"A blurry, blue-toned image appears to depict a portion of a city street, possibly showing buildings and vehicles."
shot_0079.jpg,ambiguous,"A blurry, grainy, black and white image shows several people, one of whom appears to be wearing a hat and glasses."
shot_0115.jpg,mediumShot,"A grainy, black and white shot of an office shows people working at desks with typewriters and phones."
shot_0007.jpg,ambiguous,"A blurry, grainy, black and white image shows what appears to be people and an object on a shelf."
shot_0124.jpg,mediumShot,"A blurry, black and white shot shows a person's arm, a mug that says ""SOUP IS GOOD"", and papers on a desk."
shot_0120.jpg,mediumShot,"A grainy black and white image shows people sitting at desks in an office, surrounded by papers, typewriters, and other office supplies."
shot_0023.jpg,closeUp,A sheet of gray material fills the frame.
shot_0107.jpg,mediumShot,"The image appears to show blurry, grainy, close-up footage of a person."
shot_0066.jpg,longShot,"A blurry, black and white image shows people sitting in rows of seats, possibly in a theater or lecture hall."
shot_0078.jpg,ambiguous,A dimly lit room has a sliver of brighter light coming from a window on the right.
shot_0089.jpg,mediumShot,"A grainy black and white photo shows a person with long, light-colored, curly hair and a beard, wearing glasses and a light-colored shirt, sitting in a dimly lit room, with the shadow of a window frame on the wall behind them."
shot_0044.jpg,ambiguous,"A partially visible figure, possibly wearing a hat, is shown from the chest up in a dark room."
shot_0118.jpg,mediumShot,"Two men sit at a desk cluttered with papers, one holding a lit cigarette lighter."
shot_0099.jpg,closeUp,"A blurry, grainy, black-and-white image shows part of a person's face behind a translucent surface."
shot_0130.jpg,ambiguous,"A blurry, grainy, blue-toned image shows a person lying down, their head facing the camera."
shot_0070.jpg,mediumCloseUp,"A grainy, black and white close-up shows the shoulders and back of a person's head and the side of another person's head."
shot_0061.jpg,ambiguous,"A dark, blurry image shows indistinct shapes and smudges."
shot_0021.jpg,mediumCloseUp,"A blurry, dark image shows a group of people."
shot_0128.jpg,closeUp,"A blurry, grainy, dark bluish-purple image has faint text visible in the center."
shot_0108.jpg,longShot,"A grainy black and white image shows a group of people, some wearing hats, interacting with each other."
shot_0000.jpg,longShot,"A grainy, black and white image shows a man holding his index finger to his lips as if asking for silence, with blurred figures in the foreground and background."
shot_0135.jpg,ambiguous,"A close-up image shows a textured, marbled surface with shades of blue and some small dark specks."
shot_0090.jpg,ambiguous,"A blurry, grainy, black-and-white image appears to show several figures, some light and some dark, interacting around what may be a table or bench."
shot_0055.jpg,mediumShot,"A blurry, black and white image shows a person standing and another person lying down, with an indistinct shape to the right."
shot_0082.jpg,ambiguous,A blurry image shows a person wearing a light-colored shirt against a dark background.
shot_0105.jpg,closeUp,"White smoke or powder appears against a dark, grainy background."
shot_0003.jpg,longShot,"Grainy black and white footage shows three men, one of whom is holding a guitar, standing in front of a wall with what appears to be rifles mounted on it."
